Symbol,Fincode,ISIN,Latest_Date,Latest_Close,Latest_Volume,Turnover,1_Week,1_Month,3_Months,6_Months,9_Months,1_Year,3_Years,5_Years,Raw_Score,Normalized_Score
LMW,100252,INE269B01029,2025-09-08,14066.0,1845,27246867.75,-0.2977034306776297,-5.862668986748762,-15.570228091236496,-8.687241142026204,-18.07494168387271,,,,,
LODHA,219442,INE670K01029,2025-09-08,1181.6,308691,378959875.7850001,-2.1206096752816546,-1.7462165308498256,-19.476625323701796,9.235462697605607,-17.733064123094064,-0.44234739015039815,113.99012994068909,,-956.7364130706769,26.319051994193288
LOKESHMACH,132740,INE397H01017,2025-09-08,199.3,50102,10308611.754999999,-2.9461894326759106,-5.298170586837718,18.98507462686568,36.2455564670495,-46.06224627875507,-51.894762249577596,55.339049103663285,837.8823529411765,-1446.6376129254982,23.08040868924115
LORDSCHLO,100284,INE846D01012,2025-09-08,174.53,9213,1758268.8044999999,0.33342914630641707,-15.35476987244774,13.804121022430873,31.82024169184289,-2.8175288156356157,18.261282016533396,,,1546.6812542865648,42.86866826434753
LOTUSDEV,313413,INE0V9Q01010,2025-09-08,182.93,538116,101648228.994,0.8100958889011346,-12.794965915049817,,,,,,,,
LOTUSEYE,200080,INE947I01017,2025-09-08,127.17,50699,4974459.132499999,-1.0504201680672334,72.73838630806844,73.04395155803512,121.16521739130435,75.9894824245779,64.06915236743646,79.36530324400563,310.2258064516129,8448.807704984649,88.49730854142938
LOVABLE,222652,INE597L01014,2025-09-08,95.04,14789,1368433.5645,4.142011834319527,6.630764052507586,-11.11942392219209,15.0883991281182,-32.48081841432224,-40.96527734641903,-44.01178203240059,57.742738589211626,-2085.6215438781933,18.856207910461244
LOWVOL,310017,INF769K01JU9,2025-09-08,209.77,36,7447.374000000001,0.36842105263158387,4.233540372670812,3.7694781103141257,14.603365384615397,5.555276002616626,-0.5546600929174114,,,628.1035218928469,36.796126241636344
LOWVOL1,305732,INF174KA1IY5,2025-09-08,21.38,291688,6144116.032000001,0.4699248120300652,4.292682926829264,3.9377734564900275,14.51526513122655,5.476073014306855,0.18744142455482263,,,641.1908844879924,36.88264429723778
LOWVOLIETF,286801,INF109KC19U5,2025-09-08,22.49,489793,10877812.737000002,0.22281639928697483,3.9279112754158865,3.4022988505747054,14.336553126588697,5.191768007483627,-0.2660753880266176,,,606.5413992137389,36.65358316504061
LOYALTEX,114036,INE970D01010,2025-09-08,313.6,437,139210.72,-0.07965588657001753,-12.524407252440719,4.953145917001342,32.41565680023646,-14.12924424972617,-44.92448191078328,-64.40004540810534,,-404.1952677493602,29.971796020000475
LPDC,205947,INE197J01017,2025-09-08,7.84,13419,105157.99350000001,0.3841229193341901,2.349869451697124,-14.967462039045559,-3.921568627450984,-39.36581593194122,-19.91828396322778,13.623188405797093,302.05128205128204,-2468.7227777215894,16.32359879157462
