Symbol,Fincode,ISIN,Latest_Date,Latest_Close,Latest_Volume,Turnover,1_Week,1_Month,3_Months,6_Months,9_Months,1_Year,3_Years,5_Years,Raw_Score,Normalized_Score
20MICRONS,207635,INE144J01027,12-09-2025,226.58,76601,16814293.99,-2.087204529,-1.495522129,0.84115893,16.99886399,-8.181707663,-25.55281748,109.5053167,673.3105802,-377.3688619,27.49862947
21STCENMGM,126921,INE253B01015,12-09-2025,53.85,3051,210881.052,2.434848773,-5.443371378,-17.10283251,-17.72345302,-40.86316714,-59.87631324,103.9772727,425.3658537,-3648.276375,6.225440789
360ONE,228974,INE466L01038,12-09-2025,1068.8,343905,361955713.7,3.00693909,3.968871595,-6.286716352,23.58212407,-13.97295557,-3.550963317,150.2019079,336.8466765,-237.2410122,28.409987
3IINFOLTD,132628,INE748C01038,12-09-2025,24.59,472391,11758887.99,5.945713055,9.581105169,-3.606428851,10.36804309,-23.75193798,-26.00060187,-52.25242718,,-1396.860252,20.86810488
3MINDIA,123395,INE470A01017,12-09-2025,30715,2204,64817735.99,1.086062202,0.721429743,5.386858809,10.16739418,-2.474570836,-12.52764215,34.7022101,65.41009209,32.10635096,30.16175689
3PLAND,116092,INE105C01023,12-09-2025,44.66,4793,228247.9856,-0.821674439,-10.57268722,-15.68812535,9.219858156,-37.15170279,2.595910866,152.3163842,538,-1490.129702,20.26150301
5PAISA,228972,INE618L01018,12-09-2025,369.95,10147,3949685.927,2.04109778,-0.188857413,-8.496166213,12.99633476,-25.14921598,-27.25395733,3.671010228,1.106859798,-1436.654998,20.60928951
63MOONS,126881,INE111B01023,12-09-2025,941.6,106881,90380770.6,1.970976825,0.330314331,1.932341001,38.67452135,5.147962032,137.7477591,385.7363941,1169.002695,3972.742079,55.79069535
A2ZINFRA,207654,INE619I01012,12-09-2025,19.25,121360,2258941.102,-7.094594595,-0.824317362,2.176220807,11.2716763,-13.17095174,17.37804878,55.87044534,337.5,165.1635075,31.02712834
AAATECH,299993,INE0D0U01013,12-09-2025,79.57,12157,1045652.612,0.479858568,-4.236370201,-8.969225489,17.35988201,-29.47172487,-37.8359375,-5.273809524,,-1683.45763,19.00414509
AADHARHFC,313099,INE883F01010,12-09-2025,506.65,561094,250504001.1,-1.343588745,2.00322126,15.72635907,22.18738695,15.92495138,10.67059851,,,1778.221463,41.51806583
AAKASH,288691,INE087Z01024,12-09-2025,10,72811,687004.1454,-2.248289345,-3.846153846,18.76484561,18.76484561,-6.015037594,-21.01105845,-34.64052288,86.91588785,315.881146,32.00735929
AAREYDRUGS,124412,INE198H01019,12-09-2025,73.41,51308,2813080.819,5.915452316,13.79631065,32.79667149,101.0682005,24.42372881,7.718268525,80.36855037,,4339.973216,58.17907755
AARON,290393,INE721Z01010,12-09-2025,200.61,23771,4470492.455,-1.945354123,-5.216158753,0.682559598,13.88589271,14.78186239,49.09698997,126.6779661,1358.981818,1989.58719,42.89273722
AARTECH,292026,INE01C001026,12-09-2025,55.65,44639,2890323.171,-4.183884298,-12.26548952,-22.84763621,-5.228201635,-28.19354839,-29.18946431,,,-2290.772273,15.05431803
AARTIDRUGS,124348,INE767A01016,12-09-2025,509.65,129448,55965332.57,8.171495278,4.425776048,9.897574124,49.80893592,14.79896385,-3.283043932,10.09937351,-28.40234608,1974.702666,42.79593189
AARTIIND,124208,INE769A01020,12-09-2025,389.4,801682,341639233.9,3.412561413,1.737426519,-15.73252543,1.737426519,-11.1770073,-31.44969633,-56.46730017,-23.81883987,-1443.325956,20.56590322
AARTIPHARM,308020,INE0LRU01027,12-09-2025,926.35,170096,134098394.5,4.95099983,17.19273831,4.595494834,25.36030855,53.62354892,38.60252862,,,3493.960231,52.6768144
AARTISURF,299121,INE09EO01013,12-09-2025,478.5,5053,2644069.274,-0.962434027,2.101781713,-16.4556962,8.651226158,-27.25199544,-26.72281776,-44.00050946,-9.145446539,-1840.665741,17.98170168
AARVEEDEN,114274,INE273D01019,12-09-2025,171.31,7667,1127822.941,-2.55403868,-4.536082474,13.15059445,15.1586448,79.15708011,260.0462379,574.4488189,1339.579832,9120.299769,89.26916136
AARVI,207660,INE754X01016,12-09-2025,122.56,16385,1862396.474,-0.535627333,1.667357943,11.55001365,18.85182312,-15.55739286,-15.42336623,11.41818182,240.4444444,-187.3906992,28.73420134
AAVAS,267615,INE216P01012,12-09-2025,1633.3,106282,191174334.2,2.645801911,-2.947293363,-11.73736828,-12.77203664,-2.168313866,-9.210672596,-28.39073153,23.50561458,-854.2081958,24.39738216
ABAN,123204,INE421A01028,12-09-2025,43.95,51940,2416476.759,-3.065725629,3.753541076,-19.71136281,9.957468101,-35.04286137,-42.8998311,-24.93595218,73.71541502,-2541.093855,13.42628721
ABB,100002,INE117A01022,12-09-2025,5248.6,196396,1113106790,2.563801931,3.176724985,-12.50875146,2.540758613,-33.48077081,-32.01471464,56.2618158,484.2163847,-2260.492196,15.2512523
ABBOTINDIA,100488,INE358A01014,12-09-2025,30980,6485,200061479,-0.545746388,-5.950212508,-1.697604315,4.672770889,9.658864652,4.34261291,72.87415844,84.19370662,607.0881337,33.90129886
ABCAPITAL,242461,INE674K01013,12-09-2025,291.5,5183899,1120955376,3.699750978,8.083055247,21.2713733,79.72748012,48.25551826,32.2055422,147.9795832,318.5211773,5018.472357,62.5918713
ABDL,313126,INE552Z01027,12-09-2025,545.7,1105587,446267735.7,8.998302207,10.44323012,28.90043699,69.76201587,44.1362916,54.00028221,,,5207.586328,63.82182268
ABFRL,210591,INE647O01011,12-09-2025,88.38,8408022,705095261.1,2.863128492,18.3449384,19.75609756,10.20613054,-11.87547756,-18.94919842,-19.83338898,101.1021029,-288.3967524,28.07728248
ABGSEC,313135,INF209KC1134,12-09-2025,109.64,5099,550450.6473,-0.345391747,0.430521205,-0.463004993,3.443721106,5.230828294,6.788740625,,,415.220635,32.65343922
ABINFRA,313226,INE00YB01017,12-09-2025,190.11,149058,18429098.49,-13.46836595,-0.026293647,29.44100225,107.1817786,121.8449697,,,,10362.03905,97.34513232
ABLBL,313364,INE14LE01019,12-09-2025,145.48,568188,,2.740112994,7.333628449,,,,,,,733.3628449,34.72255894
ABMINTLLTD,224765,INE251C01025,12-09-2025,45.25,967,52499.82678,-1.416122004,-11.50009779,-5.925155925,-7.653061224,-39.24543502,-22.34425948,-42.72151899,39.23076923,-2241.157041,15.37700346
ABREL,100040,INE055A01016,12-09-2025,1797.1,36664,75595383.24,-0.294052375,1.755279995,-26.78345895,1.227961471,-34.93836323,,,,-2567.468458,13.25475319
ABSLAMC,209979,INE404A01024,12-09-2025,847.15,162574,117926002.7,2.294270362,-1.327820162,13.68493189,47.23083238,5.086162141,15.3879076,75.80866108,,2047.376946,43.26858777
ABSLBANETF,296164,INF209KB17D5,12-09-2025,56.1,898219,48465052.88,1.428313144,-0.531914894,-0.390625,15.26607767,3.276877761,6.877500476,37.36532811,146.7452498,645.8305856,34.15327037
ABSLLIQUID,309831,INF209KB18T9,12-09-2025,1000,2275,2274997.725,-0.00099999,0,0.00100001,0.00100001,-0.00099999,-0.00099999,,,-0.0099989,29.95287994
ABSLNN50ET,293838,INF209KB16D7,12-09-2025,71.17,7391,501068.3283,1.511909856,2.299841886,1.846021752,15.79889359,-6.219528265,-8.733008464,54.65015211,145.4137931,-5.316835194,29.91836556
ABSLPSE,313102,INF209KB19Z4,12-09-2025,9.89,106417,1020899.665,2.169421488,0.406091371,-1.982160555,13.02857143,-4.352030948,-10.09090909,,,-103.8000616,29.27785456
ACC,100410,INE012A01025,12-09-2025,1850.4,152433,292295019.9,1.170038272,3.588422997,0.227494313,-0.194174757,-17.65386498,-25.00607927,-28.07835821,40.01740381,-1241.327426,21.87965264
ACCELYA,132268,INE793A01012,12-09-2025,1415.8,3950,5460743.194,1.06360197,1.673249551,0.596845247,10.91699636,-6.86450383,-19.70804914,23.48023717,43.14773229,-397.6275914,27.36687161
ACCURACY,288828,INE648Z01023,12-09-2025,7.15,76545,642722.85,2.877697842,2.582496413,-15.28436019,-13.12272175,-37.98785776,-29.20792079,-70.3749741,78.75,-2839.674739,11.4843896
ACE,132762,INE731H01025,12-09-2025,1118.9,291044,351069803.9,5.896271058,19.08258834,-6.727242414,-2.809989142,-20.54113553,-10.36250751,262.3967611,1642.834891,-1458.152244,20.46947664
ACEINTEG,286680,INE543V01017,12-09-2025,25.94,14419,367936.0314,8.399498537,6.748971193,-5.980427691,25.13265798,-20.03699137,-29.85397512,-26.41134752,169.2733564,-987.2431118,23.53215535
ACI,293601,INE128X01021,12-09-2025,705.9,132094,80486231.83,2.631578947,1.692717712,10.94695481,23.44146192,5.951219512,-0.598465113,,,1068.862719,36.90456871
ACL,132141,INE666E01020,12-09-2025,92.41,9190,618174.54,-11.78885071,46.75242179,38.8580015,64.02200923,10.39302353,4.453487058,1040.864198,1660.190476,2609.266733,46.92298259
ACLGATI,132345,INE152B01027,12-09-2025,61.64,90991,6132014.921,-0.660757454,-1.517814347,-12.00571021,13.32965619,-35.85848075,-38.53823911,,,-2156.827219,15.92546415
ACMESOLAR,313229,INE622W01025,12-09-2025,318.8,3121163,739469752.7,7.593655079,13.00957107,30.01631321,58.55174815,20.71185157,,,,3640.724858,53.63133592
ACUTAAS,232793,INE00FF01025,12-09-2025,1442.1,194560,,-2.203987522,9.515492102,30.54222866,,,,,,4456.005303,58.93372208
ADANIENSOL,271875,INE931S01010,12-09-2025,829.9,1214068,994122382.5,9.782393015,5.544957395,-3.612078978,5.962717058,2.217021801,-17.68498314,-79.44291005,205.334805,-261.7024127,28.25089599
ADANIENT,112599,INE423A01024,12-09-2025,2392,533971,1279053220,4.847900412,4.907679488,-4.621396387,7.694385665,-4.792230537,-20.02674691,-32.72962484,708.1081081,-564.4762226,26.28172861
ADANIGREEN,289554,INE364U01010,12-09-2025,981.7,1086098,1044689307,5.63296928,6.227344046,-0.788276908,12.36765295,-15.95394033,-45.8193057,-57.96887376,61.29138257,-1327.332767,21.32029477
ADANIPORTS,132921,INE742F01042,12-09-2025,1393.1,1466190,1865848958,5.394159479,5.569869657,-0.846975089,24.47283774,12.06210031,-5.398614695,46.82757167,306.7445255,909.4595882,35.86784943
ADANIPOWER,209867,INE814H01011,12-09-2025,648.55,9281587,5073717656,6.371986223,10.74965847,13.60133123,26.66992187,22.39101717,-0.391644909,64.77388211,1634.090909,1787.092532,41.57576111
ADFFOODS,119183,INE982B01027,12-09-2025,230.25,42804,10727072.39,-3.858198672,0.898334794,-17.11961412,-0.047751346,-33.2995365,-20.64449423,61.0365086,217.4548463,-2183.038829,15.7549902
ADL,300014,INE0CHO01012,12-09-2025,85.66,1478,128880.3683,-2.791647753,-0.971098266,-7.941966685,31.62261832,-16.01137366,-41.56889495,16.70299728,,-870.1055722,24.29398949
ADOR,117041,INE045A01017,12-09-2025,983.25,8263,,2.91500942,7.049537289,-3.65489197,,,,,,-1079.117814,22.93462459
ADROITINFO,132172,INE737B01033,12-09-2025,10.5,73084,977161.5016,-1.129943503,-3.758020165,-6.25,-30.37135279,-49.47064485,-45.14106583,-14.72266423,150.0990772,-3759.600729,5.501414209
ADSL,132875,INE102I01027,12-09-2025,165.92,93522,18485096.11,0.478410949,2.711402749,-11.81035399,-12.56784529,-36.08628659,-45.68014405,40.55061415,677.1428571,-2993.623354,10.48314517
ADVANIHOTR,123269,INE199C01026,12-09-2025,60.22,28044,1719268.58,0.149675703,5.27972028,-1.343381389,-2.303698897,-15.32620922,-21.7718888,45.4589372,177.5115207,-1192.460355,22.19747221
ADVENZYMES,207679,INE837H01020,12-09-2025,338.7,135973,42657034.09,-0.440917108,10.34370419,5.645664379,26.85393258,-12.45799948,-36.35851184,22.01008646,47.22886329,-516.4373339,26.59416188
AEGISLOG,100003,INE208C01025,12-09-2025,702.25,196886,151424858.5,-0.721000919,-3.151289477,-11.14133873,-4.721524998,-9.334452263,-16.10417538,,,-1060.520297,23.05557833
AEGISVOPAK,313346,INE0INX01018,12-09-2025,247.09,357798,,4.235393377,0.713295834,4.832414086,,,,,,757.849292,34.88181285
AEROENTER,111076,INE065D01027,12-09-2025,86.09,173274,,-0.657742903,-9.388485423,,,,,,,-938.8485423,23.84690189
AEROFLEX,232356,INE024001021,12-09-2025,175.9,406833,77104843.51,-1.357110812,-5.425022851,2.853467431,8.106447053,-19.32302894,-13.02843016,,,-705.2416703,25.36622429
AERONEU,229459,INE035801013,12-09-2025,105.29,19862,,-5.229522952,,,,,,,,,
AETHER,304714,INE0BWX01014,12-09-2025,733.35,73534,59145071.14,-1.105791922,-2.480053191,-7.452044422,-17.75360287,-16.40829819,-27.25063241,-19.42979565,,-1806.685226,18.20270271
AFCONS,313222,INE101I01011,12-09-2025,448.75,578210,259107625.8,2.22095672,6.150206978,1.791992741,-0.299933348,-16.89045282,,,,-874.7733722,24.26363125
AFFLE,229238,INE00WC01027,12-09-2025,2075.9,543185,935193768.5,7.593034104,4.658432065,7.754996107,45.11201985,12.06240384,33.15586915,53.18599417,256.9352981,2420.704615,45.69662033
AFFORDABLE,313216,INE692Z01013,12-09-2025,254.2,287154,128109928.4,-3.875968992,-34.62774849,-43.74239239,-37.48924136,-61.05408304,,,,-5158.345851,0
AFIL,313120,INE916Y01027,12-09-2025,7.82,1542519,11648914.96,13.33333333,11.71428571,-2.615193026,17.08339572,-24.85826847,-32.83517994,,,-1406.472128,20.80559158
AFSL,303705,INE00ZE01026,12-09-2025,214.45,12192,,-2.21604122,-2.946234613,-10.63093849,,,,,,-1575.407441,19.70687729
AGARIND,131921,INE204E01012,12-09-2025,948.2,38362,38450126.04,14.0143089,0.01582195,-1.541976014,-0.597546913,-30.0840584,-20.44300877,46.9052599,808.672736,-1665.868804,19.11853854
AGARWALEYE,313281,INE943P01029,12-09-2025,433.6,89881,,1.903642773,-3.953926238,15.54963358,2.518028136,,,,,1228.077013,37.94005983
AGI,100187,INE415A01038,12-09-2025,838.85,62864,53179573.79,-2.34006636,-6.851368608,1.06626506,25.86840723,-32.62248996,-8.051079689,133.7931996,1271.790679,-724.0406988,25.24395998
AGIIL,313138,INE976R01025,12-09-2025,1164.2,36233,33271364.9,-1.12111432,5.797891676,33.50917431,42.59293282,26.72599124,147.7680234,,,5868.973879,68.1233268
AGRITECH,200136,INE449G01018,12-09-2025,138.49,3483,548621.0685,-0.901610018,-1.738328367,-13.15063339,3.158286778,-34.66836494,-33.67654806,51.68674699,345.3054662,-2292.69094,15.04183948
AGROPHOS,283500,INE740V01019,12-09-2025,40.59,17379,626040.8205,-3.678215472,20.69580731,12.56239601,36.75876011,-2.615163148,-7.833787466,1.602002503,307.9396985,764.7885545,34.92694413
AGSTRA,222276,INE583L01014,12-09-2025,4.76,258124,4750241.632,-9.333333333,-6.299212598,1.709401709,-62.0414673,-94.19087137,-95.39562778,-94.31641791,,-7120.856924,0
AHCL,313437,INE0Y8W01017,12-09-2025,109.43,256157,,18.75203473,,,,,,,,,
AHLADA,290073,INE00PV01013,12-09-2025,57.39,15173,1063189.812,-1.323933975,-6.485253381,-14.06109614,-8.293384468,-43.02591085,-49.91709573,-53.39829476,27.53333333,-3213.38783,9.053850347
AHLEAST,221823,INE926K01017,12-09-2025,147.89,5799,848584.1005,-5.404886785,-7.453066333,0.461925141,11.17877011,-14.73623523,11.07022155,-27.54042136,48.13689482,-2.496933362,29.93670552
AHLUCONT,132811,INE758C01029,12-09-2025,931.7,16244,14453744.25,-0.262270513,-1.946958535,1.19474313,27.09910647,-16.40197398,-20.92845625,100.3009782,275.6097561,-347.8322588,27.69072837
AIAENG,132683,INE212H01026,12-09-2025,3087.9,90818,300474859.6,1.163019264,-1.423782921,-10.3345142,-1.815580286,-11.77176491,-28.52745116,20.24298592,76.67858675,-1330.934152,21.29687223
AIIL,313090,INE206F01022,12-09-2025,3134.8,68341,147939983.8,1.47611032,4.927031731,28.01372101,113.7023655,71.53019069,95.19910333,,,8258.821541,83.66631603
AIRAN,284972,INE645W01026,12-09-2025,25.49,124555,3567580.427,-0.351837373,-6.217807211,-15.59602649,-2.22477944,-32.56613757,-36.29092727,34.51187335,112.4166667,-2411.806124,14.26714323
AIROLAM,287340,INE801L01010,12-09-2025,111.68,57803,6217387.018,1.113626075,5.388317448,-0.125201216,16.75901725,-16.37588918,-16.89857876,51.84228416,353.9837398,-631.0449161,25.84878198
AJANTPHARM,132331,INE031B01049,12-09-2025,2579.1,58267,154846154.8,-1.338892927,-3.465958004,-2.09171665,1.609376539,-10.95958986,-23.9472753,84.59721576,157.1214941,-894.728023,24.13385104
AJAXENGG,313290,INE274Y01021,12-09-2025,650.95,267185,,-3.904635371,-9.865688175,6.879566538,10.30246547,,,,,1320.519205,38.54128142
AJMERA,113349,INE298G01027,12-09-2025,979.75,28816,25965625.34,-1.671015656,9.237373174,2.297050378,25.11173541,-15.64423781,44.03851808,252.935879,1034.62652,847.8467624,35.46713456
AJOONI,287916,INE820Y01021,12-09-2025,5.15,296652,1845538.015,-1.151631478,-0.19379845,-6.363636364,-19.27899687,-31.69761273,-45.5602537,-19.31539738,9.527213545,-2818.23743,11.62381266
AKASH,284807,INE737W01013,12-09-2025,28.55,11477,326842.6436,8.472644377,8.143939394,-1.211072664,11.00311042,-18.45187089,-25.80561331,-33.98843931,-88.34456011,-1090.825552,22.8584803
AKG,289778,INE00Y801016,12-09-2025,12.29,17441,250196.9587,-2.537668517,-4.059328649,-3.68338558,-7.315233786,-35.5870021,-44.41429218,-54.16643162,-6.024209416,-2546.138125,13.3934805
AKI,288432,INE642Z01026,12-09-2025,9.71,75611,729494.928,3.407880724,-3.766105055,25.45219638,19.28746929,-35.13694055,-50.15400411,,,-1252.405012,21.80760671
AKSHAR,289097,INE256Z01025,12-09-2025,0.56,4325495,2599622.495,5.660377358,14.28571429,-3.448275862,-5.084745763,-27.27272727,-67.25146199,-91.3835394,,-2792.121014,11.79366748
AKSHARCHEM,124598,INE542B01011,12-09-2025,271.05,3024,780994.032,0.221852468,-1.579520697,8.689550084,31.91064824,-11.63814181,-18.4566787,-27.02920985,19.19525066,196.1409187,31.22859791
AKSHOPTFBR,132351,INE523B01011,12-09-2025,7.69,338354,3123176.597,-2.904040404,-3.995006242,-15.95628415,-1.662404092,-44.19448476,-11.40552995,-41.96226415,16.51515152,-2396.407133,14.36729453
AKUMS,313149,INE09XN01023,12-09-2025,462,346685,185250166.7,0.391134289,-5.250205086,-19.27310851,-9.456148947,-20.95808383,-49.25864909,,,-2489.225721,13.76362497
AKZOINDIA,100710,INE133A01011,12-09-2025,3366.2,13524,45281880.59,-0.490717749,-1.897240113,8.597925751,12.55326067,-0.504261374,-7.212827377,71.77387924,75.34973596,383.3250591,32.44599813
ALANKIT,131082,INE914E01040,12-09-2025,13.9,198054,3199705.409,-0.429799427,-6.20782726,-9.915748542,-8.97184021,-39.14185639,-44.19911682,1.831501832,-21.91011236,-2859.768038,11.35370766
ALBERTDAVD,124075,INE155C01010,12-09-2025,803.25,1527,1416505.856,0.318471338,-0.778210117,-6.885758998,-0.61247216,-42.48120301,-47.35376045,40.95814688,93.13536908,-2825.997007,11.57334625
ALEMBICLTD,106235,INE426A01027,12-09-2025,103.16,256898,27741990,-1.093000959,-1.92984124,-8.8954187,13.80446996,-28.36739719,-32.2282231,44.7411521,-2.569062662,-1637.235656,19.30476159
ALICON,131147,INE062D01024,12-09-2025,871.9,39993,33816903.23,3.840886083,4.444178246,-2.422919814,26.19771313,-21.49995498,-40.00963259,-0.091669531,160.501942,-1110.262801,22.73206515
ALIVUS,301987,INE03Q201024,12-09-2025,936.9,33281,,1.50595883,-2.243322204,-7.621770854,-8.505859375,,,,,-951.8938342,23.76205848
ALKALI,200059,INE773I01017,12-09-2025,93.64,186031,17525536.1,9.700093721,7.066087354,-5.946163118,12.41296519,-21.60080375,-24.73878798,-3.26446281,103.7867247,-1267.798731,21.70748969
ALKEM,212427,INE540L01014,12-09-2025,5448,120660,607822102.2,2.146807912,1.104203396,12.38782878,15.74374064,0.095539061,-14.17566578,69.59810728,87.80378503,412.5554484,32.63610549
ALKYLAMINE,106767,INE150B01039,12-09-2025,2030.6,19496,37039827.61,-2.073688272,-2.98136646,1.983828035,24.86778994,2.877697842,-10.06488474,-35.17120281,59.39275958,614.9143329,33.95219857
ALLCARGO,132749,INE418H01029,12-09-2025,31.41,1306397,45566764.47,-0.254048904,-7.699089039,-14.20376946,3.972194638,-42.20791168,-53.48733896,-61.67458061,31.12159149,-2936.861727,10.85230902
ALLDIGI,132633,INE835G01018,12-09-2025,942,9255,8863112.45,0.19677711,-8.67668444,3.499423172,3.710227898,-4.195270786,,,,123.9966122,30.75938884
ALLTIME,313419,INE0GV601021,12-09-2025,273.2,414064,,-5.072967338,,,,,,,,,
ALMONDZ,131400,INE326B01035,12-09-2025,20.31,552019,13086039.74,5.506493506,1.55,-4.152902312,2.523977789,-37.77573529,-36.51140982,38.32009081,907.107438,-2297.480721,15.01068791
ALOKINDS,121070,INE270A01029,12-09-2025,18.53,4437624,81839154.88,2.037444934,3.984287318,-8.358061325,16.46763042,-20.6083976,-28.86756238,-8.943488943,-38.54063018,-1238.790797,21.89615025
ALPA,132878,INE385I01010,12-09-2025,95.03,8775,934737.375,-0.042074261,-1.543721508,-4.06824147,-10.89545241,-22.17035217,-22.70841806,46.538165,250.0184162,-1699.63758,18.89891462
ALPHA,304713,INF174KA1IA5,12-09-2025,49.24,672472,32170126.49,1.358583779,1.882888475,-1.104639486,19.02344694,-13.41656409,-13.99126638,,,-387.3465896,27.43373675
ALPHAETF,312555,INF769K01KU7,12-09-2025,25.35,414902,9975096.934,1.684717208,2.341542188,1.725521669,21.2338594,-7.24478595,-12.16216216,,,17.53442356,30.06698461
ALPHAGEO,126397,INE137C01018,12-09-2025,264.87,15671,4535452.066,4.969682559,12.04314721,-4.292682927,3.866515039,-40.74496644,-37.3977783,-21.01684807,62.89667897,-2508.839893,13.63605915
ALPL30IETF,299514,INF109KC17V7,12-09-2025,27.62,172322,4627199.917,1.506798971,2.182759896,-0.216763006,12.13966707,-5.313678437,-11.58770807,,,-168.0562961,28.8599476
ALPSINDUS,130715,INE093B01015,12-09-2025,1.87,2019,5276.993,-1.058201058,5.649717514,-36.82432432,-19.39655172,-42.28395062,-49.04632153,-25.2,33.57142857,-4134.303532,3.064438111
AMANTA,313443,INE084K01015,12-09-2025,139.87,391063,,,,,,,,,,,
AMBER,225154,INE371P01015,12-09-2025,7936,213567,1463071107,1.828446783,14.26103232,22.69635127,24.67206033,32.45431027,76.2889575,241.2526069,348.3489167,3865.551528,55.09355402
AMBICAAGAR,132335,INE792B01012,12-09-2025,26.87,550,15684.19722,-1.067746686,-0.812107789,-7.440578712,-0.555144338,-18.89526109,-15.63579278,-14.96835443,113.2539683,-1260.298298,21.75627069
AMBIKCO,131978,INE540G01014,12-09-2025,1509.2,4265,6327825.301,2.848575712,6.929290067,-4.287163876,16.0119917,-13.72302415,-14.90273471,-16.3901277,118.3291139,-623.1478654,25.90014248
AMBUJACEM,100425,INE079A01024,12-09-2025,560.55,3773680,2066624405,-1.085230281,-3.494878196,3.32718894,15.38699053,-2.842534015,-10.76176073,15.22096608,163.8503177,173.8666936,31.08373175
AMDIND,132828,INE005I01014,12-09-2025,50.96,9841,500429.0648,1.981188713,0.711462451,2.928701272,26.95565521,-19.04686259,-32.09860093,-44,205.1497006,-663.8522348,25.63541114
AMJLAND,100343,INE606A01024,12-09-2025,56.32,9308,523138.0411,-0.967117988,5.035434539,-7.777959718,16.58041813,-22.47763248,6.024096386,81.67741935,212.8888889,-608.9162567,25.99270141
AMNPLST,106248,INE275D01022,12-09-2025,222.14,3150,753564,-2.736547134,4.7138682,-11.81071102,7.024474851,-20.19400036,-29.79140329,,,-1570.382666,19.73955721
AMRUTANJAN,190006,INE098F01031,12-09-2025,756.95,15603,10656060.18,-1.483698835,10.39084148,8.843195054,28.49261585,0.953587623,-3.56096318,0.778857675,71.74134997,796.4110993,35.13260949
ANANDRATHI,226156,INE463V01026,12-09-2025,2977.1,135502,286496000.1,1.19650566,7.55807652,47.88634444,75.82164477,38.92207186,52.66788031,797.7308707,,5627.359446,66.55192516
ANANTRAJ,115055,INE242C01024,12-09-2025,533.3,858610,492188642.4,-0.36431574,-0.679765341,-2.101881597,8.714707981,-32.25355691,-16.33197364,484.1182913,3142.257927,-1444.663436,20.55720457
ANDHRAPAP,102330,INE435A01051,12-09-2025,79.79,45435,3616807.74,2.25554274,5.892501659,0.01253447,14.39426523,-24.512772,-26.73094582,-17.53823894,92.45055475,-1213.88482,22.05813268
ANDHRSUGAR,190062,INE715B01021,12-09-2025,75.57,103881,8171314.087,-1.460425088,-9.225225225,0.532127178,10.7577312,-23.15436242,-31.44956459,-50.01984127,25.51071251,-1180.667077,22.27417283
ANGELONE,209902,INE732I01013,12-09-2025,2222.3,999466,2546894232,-3.24364333,-15.55969299,-24.02133406,13.7599181,-31.14058191,-7.872481552,43.29561208,,-1504.011377,20.17121997
ANIKINDS,119383,INE087B01017,12-09-2025,74.25,56262,5807510.546,-12.93386492,-21.36199958,-30.65284393,-18.88791785,-36.97478992,-20.44358727,72.07415991,511.1111111,-2912.762391,11.00904525
ANKITMETAL,132870,INE106I01010,12-09-2025,1.9,20302,53327.71456,-1.554404145,-2.06185567,-6.403940887,-28.30188679,-52.38095238,-50,-70.3125,65.2173913,-3942.265231,4.313408617
ANMOL,292036,INE02AR01019,12-09-2025,16.15,23185,422434.5642,-0.492914356,1.508485229,-8.860045147,0.62305296,-43.2137834,-47.56493506,-56.2686163,,-2900.859694,11.0864575
ANSALAPI,100013,INE436A01026,12-09-2025,5.11,5718,34132.96567,-1.351351351,-1.160541586,22.24880383,26.17283951,-55.60382276,-55.52654482,-75.19417476,16.13636364,-2112.537308,16.21351499
ANTGRAPHIC,126715,INE414B01021,12-09-2025,1.07,284138,331210.1953,-2.727272727,-4.464285714,-22.46376812,0.943396226,-34.35582822,-54.85232068,1.904761905,114,-2964.645982,10.67160696
ANTHEM,313391,INE0CZ201020,12-09-2025,833.5,438590,,0.445890576,10.40466256,,,,,,,1040.466256,36.719885
ANUHPHR,313249,INE489G01022,12-09-2025,88.15,26879,2538249.674,4.233179615,-0.260239873,-18.34938866,14.83845753,,,,,-212.9271989,28.56811814
ANUP,293664,INE294Z01018,12-09-2025,2275.2,14067,40484915.87,0.614690665,1.115505978,-16.81170018,-21.1751663,-38.16719209,2.272267548,357.0280721,719.3751688,-2442.069054,14.07032048
ANURAS,226328,INE930P01018,12-09-2025,1102.4,508950,463132341.7,-0.738339636,-3.871642832,-1.342402005,39.8807258,46.39134188,43.09449637,41.81514118,,3719.718125,54.14508896
AONEGOLD,313112,INF1J2R01114,12-09-2025,10.27,429991,,,,,,,,,,,
AONELIQUID,313315,INF1J2R01056,12-09-2025,1025.36,46046,,0.082966491,0.446708464,1.268123099,,,,,,181.5732855,31.13385356
AONENIFTY,313342,INF1J2R01064,12-09-2025,10.26,129900,,1.383399209,2.19123506,1.886792453,,,,,,168.3830715,31.0480676
AONETOTAL,313301,INF1J2R01015,12-09-2025,11.76,1068056,,1.906412478,2.349869452,1.379310345,15.63421829,,,,,1004.598803,36.48661179
APARINDS,132259,INE372A01015,12-09-2025,8630,90541,696067840.1,10.99678457,-1.354517917,9.302767399,57.43722122,-12.76836615,-14.50662995,618.8970803,2609.15084,881.1776498,35.68391056
APCL,118091,INE071F01012,12-09-2025,138.43,1061,146670.7538,-2.135030046,-5.95149127,-0.12986076,31.88833841,-23.33720995,-21.64930949,-43.70975514,-17.19417043,-512.9977335,26.61653221
APCOTEXIND,123694,INE116A01032,12-09-2025,417.6,27764,10060069.46,4.426106527,2.743264854,8.920187793,39.82923154,9.996048992,-4.668416847,-30.11463476,182.5439783,1497.776458,39.69411957
